Name,City,Country Code,Days,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
beaudevin charlotte,Charlotte,US,0,07,00,22,00
beaudevin charlotte,Charlotte,US,1,07,00,22,00
beaudevin charlotte,Charlotte,US,2,07,00,22,00
beaudevin charlotte,Charlotte,US,3,07,00,22,00
beaudevin charlotte,Charlotte,US,4,07,00,22,00
beaudevin charlotte,Charlotte,US,5,07,00,22,00
beaudevin charlotte,Charlotte,US,6,08,00,22,00
beauty and essex las vegas,Las Vegas,US,0,17,00,01,00
beauty and essex las vegas,Las Vegas,US,1,17,00,00,00
beauty and essex las vegas,Las Vegas,US,2,17,00,00,00
beauty and essex las vegas,Las Vegas,US,3,17,00,00,00
beauty and essex las vegas,Las Vegas,US,4,17,00,01,00
beauty and essex las vegas,Las Vegas,US,5,17,00,01,00
beauty and essex las vegas,Las Vegas,US,6,17,00,00,00
beavers houston,Houston,US,1,11,00,21,00
beavers houston,Houston,US,2,11,00,21,00
beavers houston,Houston,US,3,11,00,22,00
beavers houston,Houston,US,4,11,00,23,00
beavers houston,Houston,US,5,11,00,23,00
beavers houston,Houston,US,6,10,00,21,00
becketts table phoenix,Phoenix,US,1,17,00,22,00
becketts table phoenix,Phoenix,US,2,17,00,22,00
becketts table phoenix,Phoenix,US,3,17,00,22,00
becketts table phoenix,Phoenix,US,4,17,00,22,00
becketts table phoenix,Phoenix,US,5,17,00,22,00
becketts table phoenix,Phoenix,US,6,17,00,21,00
bee bee house san jose,San Jose,US,0,09,00,21,00
bee bee house san jose,San Jose,US,1,09,00,21,00
bee bee house san jose,San Jose,US,2,09,00,21,00
bee bee house san jose,San Jose,US,3,09,00,21,00
bee bee house san jose,San Jose,US,4,09,00,21,00
bee bee house san jose,San Jose,US,5,09,00,21,00
bee bee house san jose,San Jose,US,6,11,00,19,00
beef n bread washington,Washington,US,0,08,00,21,00
beef n bread washington,Washington,US,1,08,00,21,00
beef n bread washington,Washington,US,2,08,00,21,00
beef n bread washington,Washington,US,3,08,00,21,00
beef n bread washington,Washington,US,4,08,00,21,00
beef n bread washington,Washington,US,5,09,00,21,00
beef n bread washington,Washington,US,6,09,00,21,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,1,10,00,22,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,2,10,00,22,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,3,10,00,22,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,4,10,00,22,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,5,10,00,22,00
beehive oven biscuit cafe brooklyn,Brooklyn,US,6,10,00,17,00
beer market co houston,Houston,US,0,11,00,00,00
beer market co houston,Houston,US,1,11,00,00,00
beer market co houston,Houston,US,2,11,00,00,00
beer market co houston,Houston,US,3,11,00,00,00
beer market co houston,Houston,US,4,11,00,02,00
beer market co houston,Houston,US,5,10,30,02,00
beer market co houston,Houston,US,6,10,30,00,00
beet box blend bar houston,Houston,US,0,07,00,20,00
beet box blend bar houston,Houston,US,1,07,00,20,00
beet box blend bar houston,Houston,US,2,07,00,20,00
beet box blend bar houston,Houston,US,3,07,00,20,00
beet box blend bar houston,Houston,US,4,07,00,20,00
beet box blend bar houston,Houston,US,5,08,00,19,00
beet box blend bar houston,Houston,US,6,08,00,19,00
beezzee chicago,Chicago,US,0,10,00,22,00
beezzee chicago,Chicago,US,1,10,00,22,00
beezzee chicago,Chicago,US,2,10,00,22,00
beezzee chicago,Chicago,US,3,10,00,22,00
beezzee chicago,Chicago,US,4,10,00,22,00
beezzee chicago,Chicago,US,5,10,00,22,00
beezzee chicago,Chicago,US,6,09,00,21,00
bella fresco charlotte,Charlotte,US,0,10,30,22,00
bella fresco charlotte,Charlotte,US,1,10,30,22,00
bella fresco charlotte,Charlotte,US,2,10,30,22,00
bella fresco charlotte,Charlotte,US,3,10,30,22,00
bella fresco charlotte,Charlotte,US,4,10,30,22,30
bella fresco charlotte,Charlotte,US,5,10,30,22,30
bella fresco charlotte,Charlotte,US,6,10,30,22,00
bella mbriana chicago,Chicago,US,1,16,00,22,00
bella mbriana chicago,Chicago,US,2,16,00,22,00
bella mbriana chicago,Chicago,US,3,16,00,22,00
bella mbriana chicago,Chicago,US,4,11,00,22,00
bella mbriana chicago,Chicago,US,5,11,00,22,00
bella mbriana chicago,Chicago,US,6,11,00,22,00
bellas coffee house detroit,Detroit,US,0,06,00,20,00
bellas coffee house detroit,Detroit,US,1,06,00,20,00
bellas coffee house detroit,Detroit,US,2,06,00,20,00
bellas coffee house detroit,Detroit,US,3,06,00,20,00
bellas coffee house detroit,Detroit,US,4,06,00,20,00
bellas coffee house detroit,Detroit,US,5,06,00,20,00
belle isle pizza detroit,Detroit,US,0,12,00,22,00
belle isle pizza detroit,Detroit,US,1,12,00,22,00
belle isle pizza detroit,Detroit,US,2,12,00,22,00
belle isle pizza detroit,Detroit,US,3,12,00,22,00
belle isle pizza detroit,Detroit,US,4,12,00,01,00
belle isle pizza detroit,Detroit,US,5,12,00,01,00
belle isle pizza detroit,Detroit,US,6,12,00,22,00
bellinis ristorante and bar birmingham,Birmingham,US,0,11,00,14,00
bellinis ristorante and bar birmingham,Birmingham,US,0,16,00,21,00
bellinis ristorante and bar birmingham,Birmingham,US,1,11,00,14,00
bellinis ristorante and bar birmingham,Birmingham,US,1,16,00,21,00
bellinis ristorante and bar birmingham,Birmingham,US,2,11,00,14,00
bellinis ristorante and bar birmingham,Birmingham,US,2,16,00,21,00
bellinis ristorante and bar birmingham,Birmingham,US,3,11,00,14,00
bellinis ristorante and bar birmingham,Birmingham,US,3,16,00,21,30
bellinis ristorante and bar birmingham,Birmingham,US,4,11,00,14,00
bellinis ristorante and bar birmingham,Birmingham,US,4,16,00,22,00
bellinis ristorante and bar birmingham,Birmingham,US,5,11,00,22,00
bellissimo ristorante houston,Houston,US,0,11,00,21,00
bellissimo ristorante houston,Houston,US,1,11,00,22,00
bellissimo ristorante houston,Houston,US,2,11,00,22,00
bellissimo ristorante houston,Houston,US,3,11,00,22,00
bellissimo ristorante houston,Houston,US,4,11,00,23,00
bellissimo ristorante houston,Houston,US,5,11,00,23,00
bellissimo ristorante houston,Houston,US,6,11,00,21,00
belly shack chicago,Chicago,US,1,11,30,21,00
belly shack chicago,Chicago,US,2,11,30,21,00
belly shack chicago,Chicago,US,3,11,30,21,00
belly shack chicago,Chicago,US,4,11,30,22,00
belly shack chicago,Chicago,US,5,11,30,22,00
belly shack chicago,Chicago,US,6,11,30,21,00
benemon new york,New York,US,0,12,00,15,00
benemon new york,New York,US,0,17,30,22,30
benemon new york,New York,US,1,12,00,15,00
benemon new york,New York,US,1,17,30,22,30
benemon new york,New York,US,2,12,00,15,00
benemon new york,New York,US,2,17,30,22,30
benemon new york,New York,US,3,12,00,15,00
benemon new york,New York,US,3,17,30,22,30
benemon new york,New York,US,4,12,00,15,00
benemon new york,New York,US,4,17,30,23,00
benemon new york,New York,US,5,12,00,15,00
benemon new york,New York,US,5,17,30,23,00
benemon new york,New York,US,6,12,00,15,00
benemon new york,New York,US,6,17,30,22,30
beneventos boston,Boston,US,0,11,30,23,00
beneventos boston,Boston,US,1,11,30,23,00
beneventos boston,Boston,US,2,11,30,23,00
beneventos boston,Boston,US,3,11,30,23,00
beneventos boston,Boston,US,4,11,30,00,00
beneventos boston,Boston,US,5,11,30,00,00
beneventos boston,Boston,US,6,11,30,23,00
benjys houston,Houston,US,0,11,00,15,00
benjys houston,Houston,US,0,17,00,21,00
benjys houston,Houston,US,1,11,00,15,00
benjys houston,Houston,US,1,17,00,22,00
benjys houston,Houston,US,2,11,00,15,00
benjys houston,Houston,US,2,17,00,22,00
benjys houston,Houston,US,3,11,00,15,00
benjys houston,Houston,US,3,17,00,22,00
benjys houston,Houston,US,4,11,00,15,00
benjys houston,Houston,US,4,17,00,23,00
benjys houston,Houston,US,5,11,00,15,00
benjys houston,Houston,US,5,17,00,22,30
benjys houston,Houston,US,6,10,00,20,00
benjys houston,Houston,US,0,10,45,15,00
benjys houston,Houston,US,0,16,00,21,00
benjys houston,Houston,US,1,10,45,15,00
benjys houston,Houston,US,1,16,00,22,00
benjys houston,Houston,US,2,10,45,15,00
benjys houston,Houston,US,2,16,00,22,00
benjys houston,Houston,US,3,10,45,15,00
benjys houston,Houston,US,3,16,00,22,00
benjys houston,Houston,US,4,10,45,15,00
benjys houston,Houston,US,4,16,00,23,00
benjys houston,Houston,US,5,10,45,15,00
benjys houston,Houston,US,5,16,00,23,00
benjys houston,Houston,US,6,10,00,15,00
benjys houston,Houston,US,6,17,00,21,00
benny pennellos charlotte,Charlotte,US,0,11,00,00,00
benny pennellos charlotte,Charlotte,US,1,11,00,00,00
benny pennellos charlotte,Charlotte,US,2,11,00,00,00
benny pennellos charlotte,Charlotte,US,3,11,00,02,00
benny pennellos charlotte,Charlotte,US,4,11,00,03,00
benny pennellos charlotte,Charlotte,US,5,11,00,03,00
benny pennellos charlotte,Charlotte,US,6,11,00,00,00
bens upstairs washington,Washington,US,1,17,00,00,00
bens upstairs washington,Washington,US,2,17,00,00,00
bens upstairs washington,Washington,US,3,17,00,01,00
bens upstairs washington,Washington,US,4,17,00,02,00
bens upstairs washington,Washington,US,5,11,00,02,00
bens upstairs washington,Washington,US,6,11,00,22,00
beretta san francisco,San Francisco,US,0,17,30,01,00
beretta san francisco,San Francisco,US,1,17,30,01,00
beretta san francisco,San Francisco,US,2,17,30,01,00
beretta san francisco,San Francisco,US,3,17,30,01,00
beretta san francisco,San Francisco,US,4,17,30,01,00
beretta san francisco,San Francisco,US,5,11,00,01,00
beretta san francisco,San Francisco,US,6,11,00,01,00
bergen hill new york,New York,US,0,18,00,23,00
bergen hill new york,New York,US,1,18,00,23,00
bergen hill new york,New York,US,2,18,00,23,00
bergen hill new york,New York,US,3,18,00,23,00
bergen hill new york,New York,US,4,18,00,00,00
bergen hill new york,New York,US,5,18,00,00,00
bergen hill new york,New York,US,6,18,00,23,00
berkeley perk cafe boston,Boston,US,0,06,30,16,30
berkeley perk cafe boston,Boston,US,1,06,30,16,30
berkeley perk cafe boston,Boston,US,2,06,30,16,30
berkeley perk cafe boston,Boston,US,3,06,30,16,30
berkeley perk cafe boston,Boston,US,4,06,30,16,30
berkeley perk cafe boston,Boston,US,5,07,30,16,30
bernadines houston,Houston,US,0,11,00,15,00
bernadines houston,Houston,US,0,17,00,22,00
bernadines houston,Houston,US,1,11,00,15,00
bernadines houston,Houston,US,1,17,00,22,00
bernadines houston,Houston,US,2,11,00,15,00
bernadines houston,Houston,US,2,17,00,22,00
bernadines houston,Houston,US,3,11,00,15,00
bernadines houston,Houston,US,3,17,00,22,00
bernadines houston,Houston,US,4,11,00,15,00
bernadines houston,Houston,US,4,17,00,23,00
bernadines houston,Houston,US,5,11,00,15,00
bernadines houston,Houston,US,5,17,00,23,00
bernadines houston,Houston,US,6,11,00,15,00
bernadines houston,Houston,US,6,17,00,21,00
bernardins restaurant charlotte,Charlotte,US,0,11,30,22,00
bernardins restaurant charlotte,Charlotte,US,1,11,30,22,00
bernardins restaurant charlotte,Charlotte,US,2,11,30,22,00
bernardins restaurant charlotte,Charlotte,US,3,11,30,22,00
bernardins restaurant charlotte,Charlotte,US,4,11,30,22,30
bernardins restaurant charlotte,Charlotte,US,5,17,00,22,30
berts marketplace detroit,Detroit,US,0,11,00,01,00
berts marketplace detroit,Detroit,US,1,11,00,01,00
berts marketplace detroit,Detroit,US,2,11,00,01,00
berts marketplace detroit,Detroit,US,3,11,00,01,00
berts marketplace detroit,Detroit,US,4,11,00,03,59
berts marketplace detroit,Detroit,US,5,11,00,03,59
berts marketplace detroit,Detroit,US,6,11,00,01,00
bertucellis la villa san jose,San Jose,US,1,09,30,18,30
bertucellis la villa san jose,San Jose,US,2,09,30,18,30
bertucellis la villa san jose,San Jose,US,3,09,30,19,00
bertucellis la villa san jose,San Jose,US,4,09,30,19,00
bertucellis la villa san jose,San Jose,US,5,09,30,18,00
best soul food in town houston,Houston,US,1,11,00,21,00
best soul food in town houston,Houston,US,2,11,00,21,00
best soul food in town houston,Houston,US,3,11,00,21,00
best soul food in town houston,Houston,US,4,11,00,21,00
best soul food in town houston,Houston,US,5,11,00,21,00
best soul food in town houston,Houston,US,6,12,00,20,00
beta burger boston,Boston,US,0,11,00,21,00
beta burger boston,Boston,US,1,11,00,21,00
beta burger boston,Boston,US,2,11,00,21,00
beta burger boston,Boston,US,3,11,00,21,00
beta burger boston,Boston,US,4,11,00,21,00
beta burger boston,Boston,US,5,11,00,21,00
beta burger boston,Boston,US,6,11,00,21,00
bettola birmingham,Birmingham,US,0,11,00,14,00
bettola birmingham,Birmingham,US,0,17,30,21,00
bettola birmingham,Birmingham,US,1,11,00,14,00
bettola birmingham,Birmingham,US,1,17,30,21,00
bettola birmingham,Birmingham,US,2,11,00,14,00
bettola birmingham,Birmingham,US,2,17,30,21,00
bettola birmingham,Birmingham,US,3,11,00,14,00
bettola birmingham,Birmingham,US,3,17,30,21,00
bettola birmingham,Birmingham,US,4,11,00,14,00
bettola birmingham,Birmingham,US,4,17,30,22,00
bettola birmingham,Birmingham,US,5,17,30,22,00
betty seattle,Seattle,US,0,16,30,21,00
betty seattle,Seattle,US,1,16,30,21,00
betty seattle,Seattle,US,2,16,30,22,00
betty seattle,Seattle,US,3,16,30,22,00
betty seattle,Seattle,US,4,16,30,22,00
betty seattle,Seattle,US,5,16,30,22,00
betty seattle,Seattle,US,6,16,30,21,00
beucherts saloon washington,Washington,US,0,16,00,01,00
beucherts saloon washington,Washington,US,1,11,00,01,00
beucherts saloon washington,Washington,US,2,11,00,01,00
beucherts saloon washington,Washington,US,3,11,00,01,00
beucherts saloon washington,Washington,US,4,11,00,02,00
beucherts saloon washington,Washington,US,5,11,00,02,00
beucherts saloon washington,Washington,US,6,11,00,01,00
beyond juicery eatery detroit,Detroit,US,0,07,30,19,30
beyond juicery eatery detroit,Detroit,US,1,07,30,19,30
beyond juicery eatery detroit,Detroit,US,2,07,30,19,30
beyond juicery eatery detroit,Detroit,US,3,07,30,19,30
beyond juicery eatery detroit,Detroit,US,4,07,30,19,30
beyond juicery eatery detroit,Detroit,US,5,08,00,18,00
beyond juicery eatery detroit,Detroit,US,6,10,00,17,00
biang new york,New York,US,0,12,00,15,00
biang new york,New York,US,0,18,00,22,30
biang new york,New York,US,1,12,00,15,00
biang new york,New York,US,1,18,00,22,30
biang new york,New York,US,2,12,00,15,00
biang new york,New York,US,2,18,00,22,30
biang new york,New York,US,3,12,00,15,00
biang new york,New York,US,3,18,00,22,30
biang new york,New York,US,4,12,00,15,00
biang new york,New York,US,4,18,00,23,00
biang new york,New York,US,5,12,00,23,00
biang new york,New York,US,6,12,00,22,30
bibimbap seattle,Seattle,US,0,11,00,19,00
bibimbap seattle,Seattle,US,1,11,00,19,00
bibimbap seattle,Seattle,US,2,11,00,19,00
bibimbap seattle,Seattle,US,3,11,00,19,00
bibimbap seattle,Seattle,US,4,11,00,19,00
bibimbap seattle,Seattle,US,5,12,00,18,00
bibos ny pizza san jose,San Jose,US,0,11,00,20,00
bibos ny pizza san jose,San Jose,US,1,11,00,21,00
bibos ny pizza san jose,San Jose,US,2,11,00,21,00
bibos ny pizza san jose,San Jose,US,3,11,00,21,00
bibos ny pizza san jose,San Jose,US,4,11,00,22,00
bibos ny pizza san jose,San Jose,US,5,11,00,22,00
bibos ny pizza san jose,San Jose,US,6,11,00,20,00
bienmesabe chicago,Chicago,US,0,11,00,22,00
bienmesabe chicago,Chicago,US,1,11,00,22,00
bienmesabe chicago,Chicago,US,2,11,00,22,00
bienmesabe chicago,Chicago,US,3,11,00,22,00
bienmesabe chicago,Chicago,US,4,11,00,23,00
bienmesabe chicago,Chicago,US,5,11,00,23,00
bienmesabe chicago,Chicago,US,6,11,00,22,00
biergarten denver,Denver,US,0,10,30,00,00
biergarten denver,Denver,US,1,10,30,00,00
biergarten denver,Denver,US,2,10,30,00,00
biergarten denver,Denver,US,3,10,30,00,00
biergarten denver,Denver,US,4,10,30,00,00
biergarten denver,Denver,US,5,10,30,00,00
biergarten denver,Denver,US,6,10,30,00,00
big and littles restaurant chicago,Chicago,US,0,11,00,21,00
big and littles restaurant chicago,Chicago,US,1,11,00,21,00
big and littles restaurant chicago,Chicago,US,2,11,00,21,00
big and littles restaurant chicago,Chicago,US,3,11,00,21,00
big and littles restaurant chicago,Chicago,US,4,11,00,21,00
big and littles restaurant chicago,Chicago,US,5,12,00,21,00
big bad breakfast birmingham,Birmingham,US,0,07,00,14,30
big bad breakfast birmingham,Birmingham,US,1,07,00,14,30
big bad breakfast birmingham,Birmingham,US,2,07,00,14,30
big bad breakfast birmingham,Birmingham,US,3,07,00,14,30
big bad breakfast birmingham,Birmingham,US,4,07,00,14,30
big bad breakfast birmingham,Birmingham,US,5,07,00,14,30
big bad breakfast birmingham,Birmingham,US,6,07,00,14,30
big bellys burgers houston,Houston,US,0,10,30,20,00
big bellys burgers houston,Houston,US,1,10,30,20,00
big bellys burgers houston,Houston,US,2,10,30,20,00
big bellys burgers houston,Houston,US,3,10,30,20,00
big bellys burgers houston,Houston,US,4,10,30,21,00
big bellys burgers houston,Houston,US,5,10,30,21,00
big bellys burgers houston,Houston,US,6,10,15,18,00
big city bar and grill detroit,Detroit,US,0,11,00,02,00
big city bar and grill detroit,Detroit,US,1,11,00,02,00
big city bar and grill detroit,Detroit,US,2,11,00,02,00
big city bar and grill detroit,Detroit,US,3,11,00,02,00
big city bar and grill detroit,Detroit,US,4,11,00,02,00
big city bar and grill detroit,Detroit,US,5,16,00,02,00
big city bar and grill detroit,Detroit,US,6,16,00,00,00
big e cafe san jose,San Jose,US,0,06,00,18,00
big e cafe san jose,San Jose,US,1,06,00,18,00
big e cafe san jose,San Jose,US,2,06,00,18,00
big e cafe san jose,San Jose,US,3,06,00,18,00
big e cafe san jose,San Jose,US,4,06,00,18,00
big e cafe san jose,San Jose,US,5,07,00,18,00
big e cafe san jose,San Jose,US,6,07,00,17,00
big smoke burger denver,Denver,US,0,11,00,22,00
big smoke burger denver,Denver,US,1,11,00,22,00
big smoke burger denver,Denver,US,2,11,00,22,00
big smoke burger denver,Denver,US,3,11,00,22,00
big smoke burger denver,Denver,US,4,11,00,23,00
big smoke burger denver,Denver,US,5,11,00,23,00
big smoke burger denver,Denver,US,6,11,00,22,00
big ts seafood market bar san jose,San Jose,US,0,14,30,22,00
big ts seafood market bar san jose,San Jose,US,1,14,30,22,00
big ts seafood market bar san jose,San Jose,US,2,14,30,22,00
big ts seafood market bar san jose,San Jose,US,3,14,30,22,00
big ts seafood market bar san jose,San Jose,US,4,12,00,23,00
big ts seafood market bar san jose,San Jose,US,5,12,00,23,00
big ts seafood market bar san jose,San Jose,US,6,12,00,22,00
big wong restaurant las vegas,Las Vegas,US,0,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,1,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,2,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,3,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,4,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,5,10,00,23,00
big wong restaurant las vegas,Las Vegas,US,6,10,00,23,00
bijus little curry shop denver,Denver,US,0,11,30,20,00
bijus little curry shop denver,Denver,US,1,11,30,20,00
bijus little curry shop denver,Denver,US,2,11,30,20,00
bijus little curry shop denver,Denver,US,3,11,30,20,00
bijus little curry shop denver,Denver,US,4,11,30,20,00
bijus little curry shop denver,Denver,US,5,11,30,20,00
bijus little curry shop denver,Denver,US,6,12,00,20,00
biker jims gourmet dogs denver,Denver,US,0,11,00,22,00
biker jims gourmet dogs denver,Denver,US,1,11,00,22,00
biker jims gourmet dogs denver,Denver,US,2,11,00,22,00
biker jims gourmet dogs denver,Denver,US,3,11,00,22,00
biker jims gourmet dogs denver,Denver,US,4,11,00,03,30
biker jims gourmet dogs denver,Denver,US,5,11,00,03,30
biker jims gourmet dogs denver,Denver,US,6,11,00,22,00
bill of fare san jose,San Jose,US,0,06,30,14,30
bill of fare san jose,San Jose,US,1,06,30,14,30
bill of fare san jose,San Jose,US,2,06,30,14,30
bill of fare san jose,San Jose,US,3,06,30,14,30
bill of fare san jose,San Jose,US,4,06,30,14,30
bill of fare san jose,San Jose,US,5,06,30,14,30
bill of fare san jose,San Jose,US,6,06,30,14,30
bills cafe san jose,San Jose,US,0,07,00,15,00
bills cafe san jose,San Jose,US,1,07,00,15,00
bills cafe san jose,San Jose,US,2,07,00,15,00
bills cafe san jose,San Jose,US,3,07,00,15,00
bills cafe san jose,San Jose,US,4,07,00,15,00
bills cafe san jose,San Jose,US,5,07,00,15,00
bills cafe san jose,San Jose,US,6,07,00,15,00
bills cafe san jose,San Jose,US,0,06,30,15,00
bills cafe san jose,San Jose,US,1,06,30,15,00
bills cafe san jose,San Jose,US,2,06,30,15,00
bills cafe san jose,San Jose,US,3,06,30,15,00
bills cafe san jose,San Jose,US,4,06,30,15,00
bills cafe san jose,San Jose,US,5,06,30,15,00
bills cafe san jose,San Jose,US,6,06,30,15,00
bills cafe san jose,San Jose,US,0,07,00,15,00
bills cafe san jose,San Jose,US,1,07,00,15,00
bills cafe san jose,San Jose,US,2,07,00,15,00
bills cafe san jose,San Jose,US,3,07,00,15,00
bills cafe san jose,San Jose,US,4,07,00,15,00
bills cafe san jose,San Jose,US,5,07,00,15,00
bills cafe san jose,San Jose,US,6,07,00,15,00
bills caf  san jose,San Jose,US,0,06,30,15,00
bills caf  san jose,San Jose,US,1,06,30,15,00
bills caf  san jose,San Jose,US,2,06,30,15,00
bills caf  san jose,San Jose,US,3,06,30,15,00
bills caf  san jose,San Jose,US,4,06,30,15,00
bills caf  san jose,San Jose,US,5,06,30,15,00
bills caf  san jose,San Jose,US,6,06,30,15,00
billys inn denver,Denver,US,0,11,00,00,00
billys inn denver,Denver,US,1,11,00,00,00
billys inn denver,Denver,US,2,11,00,00,00
billys inn denver,Denver,US,3,11,00,00,00
billys inn denver,Denver,US,4,11,00,02,00
billys inn denver,Denver,US,5,10,00,02,00
billys inn denver,Denver,US,6,10,00,00,00
billys sports grill birmingham,Birmingham,US,0,11,00,02,00
billys sports grill birmingham,Birmingham,US,1,11,00,02,00
billys sports grill birmingham,Birmingham,US,2,11,00,02,00
billys sports grill birmingham,Birmingham,US,3,11,00,02,00
billys sports grill birmingham,Birmingham,US,4,11,00,02,00
billys sports grill birmingham,Birmingham,US,5,11,00,01,30
billys sports grill birmingham,Birmingham,US,6,11,00,02,00
billys sub shop boston,Boston,US,0,06,00,16,00
billys sub shop boston,Boston,US,1,06,00,16,00
billys sub shop boston,Boston,US,2,06,00,16,00
billys sub shop boston,Boston,US,3,06,00,16,00
billys sub shop boston,Boston,US,4,06,00,16,00
billys sub shop boston,Boston,US,5,07,00,16,00
billys sub shop boston,Boston,US,6,08,00,14,00
bing kitchen new york,New York,US,0,12,00,00,00
bing kitchen new york,New York,US,1,12,00,00,00
bing kitchen new york,New York,US,2,12,00,00,00
bing kitchen new york,New York,US,3,12,00,00,00
bing kitchen new york,New York,US,4,12,00,00,00
bing kitchen new york,New York,US,5,12,00,00,00
bing kitchen new york,New York,US,6,12,00,00,00
bings seattle,Seattle,US,0,11,30,22,00
bings seattle,Seattle,US,1,11,30,22,00
bings seattle,Seattle,US,2,11,30,22,00
bings seattle,Seattle,US,3,11,30,22,00
bings seattle,Seattle,US,4,11,30,23,00
bings seattle,Seattle,US,5,08,30,22,00
bings seattle,Seattle,US,6,08,30,21,30
binh minh restaurant san jose,San Jose,US,0,13,00,20,30
binh minh restaurant san jose,San Jose,US,1,12,00,20,30
binh minh restaurant san jose,San Jose,US,2,12,00,20,30
binh minh restaurant san jose,San Jose,US,3,12,00,20,30
binh minh restaurant san jose,San Jose,US,4,12,00,20,30
binh minh restaurant san jose,San Jose,US,5,12,00,20,30
binh minh restaurant san jose,San Jose,US,6,12,00,20,30
birba san francisco,San Francisco,US,1,12,00,15,00
birba san francisco,San Francisco,US,1,17,00,22,00
birba san francisco,San Francisco,US,2,12,00,15,00
birba san francisco,San Francisco,US,2,17,00,22,00
birba san francisco,San Francisco,US,3,12,00,15,00
birba san francisco,San Francisco,US,3,17,00,22,00
birba san francisco,San Francisco,US,4,12,00,15,00
birba san francisco,San Francisco,US,4,17,00,22,00
birba san francisco,San Francisco,US,5,15,00,22,00
birba san francisco,San Francisco,US,6,11,00,15,00
birch and barley washington,Washington,US,1,17,30,22,00
birch and barley washington,Washington,US,2,17,30,22,00
birch and barley washington,Washington,US,3,17,30,22,00
birch and barley washington,Washington,US,4,17,30,23,00
birch and barley washington,Washington,US,5,17,30,23,00
birch and barley washington,Washington,US,6,11,00,15,00
birch and barley washington,Washington,US,6,17,00,20,00
birmingham breadworks birmingham,Birmingham,US,0,06,30,17,30
birmingham breadworks birmingham,Birmingham,US,1,06,30,17,30
birmingham breadworks birmingham,Birmingham,US,2,06,30,17,30
birmingham breadworks birmingham,Birmingham,US,3,06,30,17,30
birmingham breadworks birmingham,Birmingham,US,4,06,30,17,30
birmingham breadworks birmingham,Birmingham,US,5,06,30,17,30
biscuit bitch seattle,Seattle,US,0,07,00,14,00
biscuit bitch seattle,Seattle,US,1,07,00,14,00
biscuit bitch seattle,Seattle,US,2,07,00,14,00
biscuit bitch seattle,Seattle,US,3,07,00,14,00
biscuit bitch seattle,Seattle,US,4,07,00,14,00
biscuit bitch seattle,Seattle,US,5,08,00,15,00
biscuit bitch seattle,Seattle,US,6,08,00,15,00
biscuit bitch seattle,Seattle,US,0,07,00,14,00
biscuit bitch seattle,Seattle,US,1,07,00,14,00
biscuit bitch seattle,Seattle,US,2,07,00,14,00
biscuit bitch seattle,Seattle,US,3,07,00,14,00
biscuit bitch seattle,Seattle,US,4,07,00,14,00
biscuit bitch seattle,Seattle,US,5,08,00,15,00
biscuit bitch seattle,Seattle,US,6,08,00,15,00
bishops mediterranean boston,Boston,US,0,07,30,21,30
bishops mediterranean boston,Boston,US,1,07,30,21,30
bishops mediterranean boston,Boston,US,2,07,30,21,30
bishops mediterranean boston,Boston,US,3,07,30,21,30
bishops mediterranean boston,Boston,US,4,07,30,21,30
bishops mediterranean boston,Boston,US,5,12,00,20,00
bistecca houston,Houston,US,0,11,00,15,00
bistecca houston,Houston,US,0,17,00,22,00
bistecca houston,Houston,US,1,11,00,15,00
bistecca houston,Houston,US,1,17,00,22,00
bistecca houston,Houston,US,2,11,00,15,00
bistecca houston,Houston,US,2,17,00,22,00
bistecca houston,Houston,US,3,11,00,15,00
bistecca houston,Houston,US,3,17,00,22,00
bistecca houston,Houston,US,4,11,00,15,00
bistecca houston,Houston,US,4,17,00,23,00
bistecca houston,Houston,US,5,17,00,23,00
bistro     birmingham,Birmingham,US,1,17,00,21,00
bistro     birmingham,Birmingham,US,2,17,00,21,00
bistro     birmingham,Birmingham,US,3,17,00,21,00
bistro     birmingham,Birmingham,US,4,17,00,22,00
bistro     birmingham,Birmingham,US,5,17,00,22,00
bistro     detroit,Detroit,US,0,07,00,22,00
bistro     detroit,Detroit,US,1,07,00,22,00
bistro     detroit,Detroit,US,2,07,00,22,00
bistro     detroit,Detroit,US,3,07,00,22,00
bistro     detroit,Detroit,US,4,07,00,23,00
bistro     detroit,Detroit,US,5,07,00,23,00
bistro     detroit,Detroit,US,6,07,00,22,00
bistro bohem washington,Washington,US,0,11,00,22,00
bistro bohem washington,Washington,US,1,11,00,23,00
bistro bohem washington,Washington,US,2,11,00,23,00
bistro bohem washington,Washington,US,3,11,00,23,00
bistro bohem washington,Washington,US,4,11,00,00,00
bistro bohem washington,Washington,US,5,10,00,15,00
bistro bohem washington,Washington,US,5,17,00,00,00
bistro bohem washington,Washington,US,6,10,00,15,00
