Name,City,Country Code,Days,Start,End
panache perth,Perth,AU,0,0700,1500
panache perth,Perth,AU,1,0700,1500
panache perth,Perth,AU,2,0700,1500
panache perth,Perth,AU,3,0700,1500
panache perth,Perth,AU,4,0700,1500
