Name,City,Country Code,Days,Start,End
le bon choix brisbane,Brisbane,AU,0,0700,1800
le bon choix brisbane,Brisbane,AU,1,0700,1800
le bon choix brisbane,Brisbane,AU,2,0700,1800
le bon choix brisbane,Brisbane,AU,3,0700,1800
le bon choix brisbane,Brisbane,AU,4,0700,1800
le bon choix brisbane,Brisbane,AU,5,0700,1700
le bon choix brisbane,Brisbane,AU,6,0700,1700
