Name,City,Country Code,Days,Start,End
pulp perth,Perth,AU,0,0630,1530
pulp perth,Perth,AU,1,0630,1530
pulp perth,Perth,AU,2,0630,1530
pulp perth,Perth,AU,3,0630,1530
pulp perth,Perth,AU,4,0630,1530
pulp perth,Perth,AU,5,0800,1430
