Name,City,Country Code,Days,Start,End
beansprout perth,Perth,AU,0,0630,1630
beansprout perth,Perth,AU,1,0630,1630
beansprout perth,Perth,AU,2,0630,1630
beansprout perth,Perth,AU,3,0630,1630
beansprout perth,Perth,AU,5,0800,1600
