Name,City,Country Code,Days,Start,End
plaza garibaldi restaurant san jose,San Jose,US,1,1130,2100
plaza garibaldi restaurant san jose,San Jose,US,2,1130,2100
plaza garibaldi restaurant san jose,San Jose,US,3,1130,2100
plaza garibaldi restaurant san jose,San Jose,US,4,1130,2200
plaza garibaldi restaurant san jose,San Jose,US,5,1000,2200
plaza garibaldi restaurant san jose,San Jose,US,6,1000,2000
