Name,City,Country Code,Days,Start,End
rabanitos restaurante and taqueria chicago,Chicago,US,1,1100,2100
rabanitos restaurante and taqueria chicago,Chicago,US,2,1100,2100
rabanitos restaurante and taqueria chicago,Chicago,US,3,1100,2100
rabanitos restaurante and taqueria chicago,Chicago,US,4,1100,2200
rabanitos restaurante and taqueria chicago,Chicago,US,5,0900,2200
rabanitos restaurante and taqueria chicago,Chicago,US,6,0900,2100
