Name,City,Country Code,Days,Start,End
post office brooklyn,Brooklyn,US,0,1700,0200
post office brooklyn,Brooklyn,US,1,1700,0200
post office brooklyn,Brooklyn,US,2,1700,0200
post office brooklyn,Brooklyn,US,3,1700,0200
post office brooklyn,Brooklyn,US,4,1700,0400
post office brooklyn,Brooklyn,US,5,1700,0400
post office brooklyn,Brooklyn,US,6,1700,0200
