Name,City,Country Code,Days,Start,End
amore birmingham,Birmingham,US,1,1630,2100
amore birmingham,Birmingham,US,2,1630,2100
amore birmingham,Birmingham,US,3,1630,2130
amore birmingham,Birmingham,US,4,1630,2130
amore birmingham,Birmingham,US,5,1630,2130
