Name,City,Country Code,Days,Start,End
el caprichoso phoenix,Phoenix,US,1,1800,0100
el caprichoso phoenix,Phoenix,US,2,1800,0100
el caprichoso phoenix,Phoenix,US,3,1800,0100
el caprichoso phoenix,Phoenix,US,4,1800,0300
el caprichoso phoenix,Phoenix,US,5,1800,0300
el caprichoso phoenix,Phoenix,US,6,1800,0200
