Name,City,Country Code,Days,Start,End
bills cafe san jose,San Jose,US,0,0700,1500
bills cafe san jose,San Jose,US,1,0700,1500
bills cafe san jose,San Jose,US,2,0700,1500
bills cafe san jose,San Jose,US,3,0700,1500
bills cafe san jose,San Jose,US,4,0700,1500
bills cafe san jose,San Jose,US,5,0700,1500
bills cafe san jose,San Jose,US,6,0700,1500
