Name,City,Country Code,Days,Start,End
rhino market and deli charlotte,Charlotte,US,0,0700,2300
rhino market and deli charlotte,Charlotte,US,1,0700,2300
rhino market and deli charlotte,Charlotte,US,2,0700,2300
rhino market and deli charlotte,Charlotte,US,3,0700,2300
rhino market and deli charlotte,Charlotte,US,4,0700,0000
rhino market and deli charlotte,Charlotte,US,5,0700,0000
