Name,City,Country Code,Days,Start,End
rai lay charlotte,Charlotte,US,1,1100,1500
rai lay charlotte,Charlotte,US,1,1700,2200
rai lay charlotte,Charlotte,US,2,1100,1500
rai lay charlotte,Charlotte,US,2,1700,2200
rai lay charlotte,Charlotte,US,3,1100,1500
rai lay charlotte,Charlotte,US,3,1700,2200
rai lay charlotte,Charlotte,US,4,1100,1500
rai lay charlotte,Charlotte,US,4,1700,2200
rai lay charlotte,Charlotte,US,5,1200,2200
rai lay charlotte,Charlotte,US,6,1700,2200
