Name,City,Country Code,Days,Start,End
motzs hamburgers detroit,Detroit,US,0,1000,1600
motzs hamburgers detroit,Detroit,US,1,1000,1600
motzs hamburgers detroit,Detroit,US,2,1000,1600
motzs hamburgers detroit,Detroit,US,3,1000,1600
motzs hamburgers detroit,Detroit,US,4,1000,1600
motzs hamburgers detroit,Detroit,US,5,1000,1600
