Name,City,Country Code,Days,Start,End
oko express glasgow,Glasgow,GB,0,1200,2200
oko express glasgow,Glasgow,GB,1,1200,0500
oko express glasgow,Glasgow,GB,2,1200,0500
oko express glasgow,Glasgow,GB,3,1200,0500
oko express glasgow,Glasgow,GB,4,1200,0500
oko express glasgow,Glasgow,GB,5,1200,0500
oko express glasgow,Glasgow,GB,6,1200,0500
